9|00380681273937|00380|00421515733209|01-06-2013 00:00:03|CZAS||8.62
1|00380691176144|007|007647568380|01-06-2013 00:01:33|CZAS||
4|00380613455809|00380|00370601905350|01-06-2013 00:03:44|CZAS||
7|5650-8989|00370||01-06-2013 00:08:22|CZAS|4765|
9|0048560628562|007|00421624368124|01-06-2013 00:11:48|CZAS||54.44
7|8113-1433|00421||01-06-2013 00:13:08|CZAS|2593|
10|00380625237107|0048|00420655748225|01-06-2013 00:20:35|CZAS||41.07
10|00380652367319|00420|0049529438216|01-06-2013 00:31:36|CZAS||45.66
7|4126-5059|00375||01-06-2013 00:32:46|CZAS|3034|
9|0048506923795|0048|00375540481000|01-06-2013 00:44:17|CZAS||73.49
2|00380523559274|00375|0048529438634|01-06-2013 00:45:35|CZAS||
8|5151-2991|00380||01-06-2013 00:53:00|CZAS||41.39
8|7050-4013|00370||01-06-2013 00:54:30|CZAS||49.58
7|8976-6975|0048||01-06-2013 01:03:39|CZAS|4959|
10|0048565801357|007|007534205843|01-06-2013 01:05:05|CZAS||70.39
1|00380691208945|00380|00420590198357|01-06-2013 01:07:35|CZAS||
6|0048518935497|00421|007693169060|01-06-2013 01:16:32|CZAS||
10|0048671562174|00380|00375545418724|01-06-2013 01:17:57|CZAS||35.23
3|0048596839238|00370|007546723797|01-06-2013 01:19:05|CZAS||
5|0048580896168|0048|00421577324795|01-06-2013 01:23:07|CZAS||
2|0048574592986|0048|0048660218920|01-06-2013 01:43:19|CZAS||
3|0048644544702|00420|0049696301155|01-06-2013 01:48:46|CZAS||
8|9203-7970|00380||01-06-2013 01:50:30|CZAS||35.71
8|2254-3530|0049||01-06-2013 01:51:26|CZAS||50.69
1|00380602892296|00380|00375618847110|01-06-2013 01:57:31|CZAS||
6|0048524287776|007|007537854088|01-06-2013 01:58:49|CZAS||
2|00380579756849|00380|00370631855314|01-06-2013 02:04:00|CZAS||
3|00380565974202|0048|00420528713055|01-06-2013 02:04:05|CZAS||
8|5402-9939|0049||01-06-2013 02:05:28|CZAS||20.65
6|00380694523982|00375|007552964862|01-06-2013 02:12:02|CZAS||
7|8568-6630|00375||01-06-2013 02:12:47|CZAS|3347|
1|00380672710537|00370|0049514965079|01-06-2013 02:17:50|CZAS||
10|00380662561330|00370|00370503950943|01-06-2013 02:18:40|CZAS||10.29
5|00380610946473|00421|00375664528099|01-06-2013 02:21:28|CZAS||
6|0048680383909|007|007524173315|01-06-2013 02:23:57|CZAS||
5|0048596233782|00375|00420662523065|01-06-2013 02:27:00|CZAS||
2|0048574866733|00375|0049698102772|01-06-2013 02:36:38|CZAS||
4|0048682115710|00421|00380599026857|01-06-2013 02:37:20|CZAS||
6|00380655542857|0049|00370510801270|01-06-2013 02:45:32|CZAS||
4|0048540242066|00375|00370603859277|01-06-2013 02:53:49|CZAS||
6|0048632473256|007|00375631289776|01-06-2013 02:57:14|CZAS||
9|00380633410614|007|007680687781|01-06-2013 02:58:18|CZAS||58.39
8|1548-7084|007||01-06-2013 02:59:06|CZAS||7.16
1|0048515553370|0048|00375600056514|01-06-2013 03:07:42|CZAS||
3|0048546078188|00421|0049555611734|01-06-2013 03:08:11|CZAS||
8|6398-7516|00375||01-06-2013 03:09:33|CZAS||48.74
8|2877-6482|0049||01-06-2013 03:27:54|CZAS||7.87
6|0048669671225|00375|00380541396693|01-06-2013 03:29:25|CZAS||
8|6549-8575|00370||01-06-2013 03:30:34|CZAS||97.6
5|00380583750059|0049|00421690842844|01-06-2013 03:33:35|CZAS||
9|0048552888248|00375|0049664600934|01-06-2013 03:38:09|CZAS||12.91
1|0048557149725|00370|00421664974879|01-06-2013 03:47:58|CZAS||
7|2257-7546|00375||01-06-2013 03:48:13|CZAS|3119|
9|00380523388891|00420|007561998142|01-06-2013 03:50:21|CZAS||39.24
8|7322-4549|0049||01-06-2013 03:51:51|CZAS||63.48
3|00380568312618|00370|00420520348888|01-06-2013 03:53:32|CZAS||
10|0048664624972|007|00420620958711|01-06-2013 03:54:25|CZAS||91.82
3|0048675906953|0049|007597667929|01-06-2013 03:56:41|CZAS||
10|0048575191818|00420|00375531750565|01-06-2013 04:03:31|CZAS||71.3
7|7765-3198|0049||01-06-2013 04:10:44|CZAS|4166|
6|00380508820462|00370|0049618515726|01-06-2013 04:11:36|CZAS||
8|8375-2431|00375||01-06-2013 04:17:24|CZAS||53.13
3|0048605181449|0048|00375564179296|01-06-2013 04:19:21|CZAS||
10|0048651805099|00421|00380506435438|01-06-2013 04:25:11|CZAS||48.55
10|00380581294913|0049|00375626441550|01-06-2013 04:25:57|CZAS||89.81
5|0048685702948|00421|00421617636751|01-06-2013 04:57:27|CZAS||
1|00380522847642|00421|0048522056805|01-06-2013 04:58:13|CZAS||
10|0048551603900|007|00421595839404|01-06-2013 05:02:51|CZAS||47.4
7|9637-1109|00375||01-06-2013 05:06:57|CZAS|3670|
5|00380514083667|00375|0049685613833|01-06-2013 05:08:10|CZAS||
7|1899-6781|00421||01-06-2013 05:12:07|CZAS|2212|
1|0048590757690|00375|007504599108|01-06-2013 05:13:59|CZAS||
4|0048609338734|00370|00421614301483|01-06-2013 05:14:58|CZAS||
3|00380616991589|0048|00375556974323|01-06-2013 05:15:04|CZAS||
9|0048605828698|00380|0048664956018|01-06-2013 05:24:31|CZAS||56.11
1|00380534114792|00421|00420554326165|01-06-2013 05:41:28|CZAS||
10|0048596498858|00380|00375654454399|01-06-2013 05:42:12|CZAS||4.4
6|0048617717705|00375|007563048952|01-06-2013 05:44:28|CZAS||
4|0048510304371|007|00380541827527|01-06-2013 05:49:48|CZAS||
10|00380577902155|0049|00370619525355|01-06-2013 05:52:45|CZAS||7.52
2|00380652320780|007|00375546937008|01-06-2013 05:54:14|CZAS||
6|0048638559016|00370|007675003306|01-06-2013 05:54:43|CZAS||
8|2361-8163|00375||01-06-2013 05:55:21|CZAS||15.55
7|5550-9079|00380||01-06-2013 05:55:23|CZAS|4081|
2|0048607799736|00380|00420573937447|01-06-2013 05:57:26|CZAS||
10|0048602495728|0048|00370618163128|01-06-2013 06:00:43|CZAS||11.92
2|0048527211589|0048|0048556419633|01-06-2013 06:05:42|CZAS||
7|3252-3782|0049||01-06-2013 06:11:21|CZAS|4727|
4|00380620487545|00421|00375574860340|01-06-2013 06:11:42|CZAS||
2|00380652150756|00375|0048665529541|01-06-2013 06:16:58|CZAS||
5|0048569860319|00421|00420576675524|01-06-2013 06:21:38|CZAS||
6|00380534297334|00420|00421614762011|01-06-2013 06:24:32|CZAS||
2|0048698007670|00370|00380529122870|01-06-2013 06:28:34|CZAS||
4|0048578493098|00421|00380640632958|01-06-2013 06:32:54|CZAS||
8|2108-2517|00380||01-06-2013 06:36:27|CZAS||52.24
7|8070-9316|0048||01-06-2013 06:37:36|CZAS|890|
7|5314-5993|00370||01-06-2013 06:38:21|CZAS|3027|
9|00380527789678|00420|0049632566775|01-06-2013 06:39:58|CZAS||6.35
2|0048549738251|00375|00375573673026|01-06-2013 06:43:15|CZAS||
7|5459-6611|0049||01-06-2013 06:44:46|CZAS|2817|
10|00380646717506|0049|00370587633156|01-06-2013 06:47:48|CZAS||46.83
