3|0048570296562|00380|00370689337399|14-07-2013 00:00:06|0 00:00:39||
5|00380672264129|007|00370643628042|14-07-2013 00:00:08|0 00:02:16||
10|00380623460600|00380|00370601053937|14-07-2013 00:00:11|0 00:01:55||94.88
8|2391-4955|0049||14-07-2013 00:00:12|0 00:07:39||11.37
8|7434-8294|0049||14-07-2013 00:00:28|0 00:00:53||16.4
6|00380601592080|0049|00375533418382|14-07-2013 00:00:38|0 00:04:42||
3|00380502224813|0048|00380517601566|14-07-2013 00:00:42|0 00:01:22||
2|00380544946811|00375|0049528959211|14-07-2013 00:00:58|0 00:03:25||
7|8874-6677|0049||14-07-2013 00:01:11|0 18:51:05|1915|
8|4875-3891|0049||14-07-2013 00:01:26|0 00:07:51||42.29
6|0048602762954|00375|00370503296140|14-07-2013 00:01:28|0 00:09:28||
5|0048612698968|00370|00370548614207|14-07-2013 00:01:38|0 00:10:39||
3|00380684242164|00380|00420518859345|14-07-2013 00:01:45|0 00:06:08||
7|5116-5039|007||14-07-2013 00:01:46|1 34:38:07|2396|
6|00380664490545|00421|00421625880539|14-07-2013 00:01:52|0 00:05:26||
8|5486-8285|00420||14-07-2013 00:02:19|0 00:07:08||1.06
3|0048532990880|00380|0049611266223|14-07-2013 00:02:26|0 00:01:08||
4|0048679407851|00375|0048694105924|14-07-2013 00:02:40|0 00:05:31||
1|00380536481886|00421|0049545139663|14-07-2013 00:02:42|0 00:03:43||
4|00380625457304|0048|00375628304357|14-07-2013 00:03:00|0 00:20:04||
8|3003-8284|0048||14-07-2013 00:03:06|0 00:09:52||84.01
7|1149-2080|007||14-07-2013 00:03:11|2 50:11:19|3073|
3|00380661759970|0049|00370531633531|14-07-2013 00:03:12|0 00:07:23||
5|00380500788454|00421|00375690393999|14-07-2013 00:03:16|0 00:11:03||
10|00380651883876|0048|00370631550813|14-07-2013 00:03:25|0 00:01:15||76.54
1|00380555762145|007|00421663716854|14-07-2013 00:03:35|0 00:02:52||
2|0048618491868|00421|0049545478751|14-07-2013 00:03:36|0 00:10:58||
