7|6590-2951|0049||11-07-2013 00:00:17|0 11:38:30|2132|
5|00380658314431|00420|00420555973599|11-07-2013 00:00:04|0 00:09:30||
1|00380538690081|00375|0049675011544|11-07-2013 00:00:19|0 00:06:06||
8|5583-5234|00421||11-07-2013 00:00:19|0 00:05:04||36.76
4|0048532235437|00420|0048643120604|11-07-2013 00:00:27|0 00:00:25||
3|0048598323077|0049|00370502849121|11-07-2013 00:00:30|0 00:09:48||
5|0048548542609|00370|00421528429011|11-07-2013 00:00:31|0 00:10:43||
7|4991-5388|0049||11-07-2013 00:00:35|0 07:19:36|4586|
7|7119-3323|00420||11-07-2013 00:00:44|4 104:20:32|2931|
5|0048597342641|007|00370520957125|11-07-2013 00:00:58|0 00:08:32||
9|0048630645272|00420|00420684963994|11-07-2013 00:01:06|0 00:03:17||28.46
9|00380605089344|00421|00375696366561|11-07-2013 00:01:10|0 00:01:15||57.35
10|00380620213529|00375|00380673963441|11-07-2013 00:01:12|0 00:02:48||46.03
1|00380549290867|00375|007538440248|11-07-2013 00:01:15|0 00:04:02||
8|4869-4789|00375||11-07-2013 00:01:17|0 00:06:36||90.13
9|00380592864625|00420|00370563838939|11-07-2013 00:01:32|0 00:10:52||51.52
5|0048541345962|00380|0049671270253|11-07-2013 00:01:46|0 00:03:08||
7|6584-6513|0049||11-07-2013 00:01:48|1 25:27:40|2605|
4|00380663112815|0049|007543474073|11-07-2013 00:01:55|0 00:01:39||
1|0048662635151|007|0049642065240|11-07-2013 00:01:58|0 00:06:43||
2|00380611986489|00421|0048636594087|11-07-2013 00:02:04|0 00:08:52||
7|5729-2575|007||11-07-2013 00:02:05|1 34:01:02|4688|
1|0048641441243|00370|00375551175243|11-07-2013 00:02:19|0 00:04:04||
6|0048684886475|00370|00421559064615|11-07-2013 00:02:40|0 00:08:52||
9|00380665714068|007|00420552981235|11-07-2013 00:02:43|0 00:02:53||63.79
7|6545-9466|00375||11-07-2013 00:02:54|0 03:51:33|2334|
9|00380671982702|00380|00370648966658|11-07-2013 00:02:59|0 00:01:36||27.32
10|00380641176094|00420|00375597448894|11-07-2013 00:03:00|0 00:14:31||28.55
5|00380641310492|0049|0048655106494|11-07-2013 00:03:03|0 00:05:26||
7|9562-1086|00370||11-07-2013 00:03:04|1 34:13:54|657|
3|0048598074108|00420|00380609313228|11-07-2013 00:03:06|0 00:15:42||
7|7374-2644|00375||11-07-2013 00:03:08|2 66:02:45|2486|
1|00380581864450|00380|007557667883|11-07-2013 00:03:38|0 00:10:23||
6|00380561577442|0048|007686868502|11-07-2013 00:03:42|0 00:02:39||
9|00380574711348|00375|00420645896004|11-07-2013 00:03:48|0 00:03:38||71.62
2|00380526619984|00421|00375508372887|11-07-2013 00:04:06|0 00:04:57||
8|9677-6283|00375||11-07-2013 00:04:10|0 00:10:28||20.03
9|00380523440915|007|00380565323573|11-07-2013 00:04:12|0 00:04:16||23.55
6|0048538955421|00370|00380607697116|11-07-2013 00:04:16|0 00:03:41||
7|4814-1406|0049||11-07-2013 00:04:20|0 22:49:07|2178|
8|3676-1775|00380||11-07-2013 00:04:22|0 00:04:31||98.09
1|0048699921882|00380|00421610350529|11-07-2013 00:04:33|0 00:04:02||
3|00380680920825|007|00370580921254|11-07-2013 00:04:34|0 00:05:10||
5|0048576321368|0049|007556770520|11-07-2013 00:04:46|0 00:10:33||
7|7516-8614|0049||11-07-2013 00:04:53|2 64:05:36|2574|
