7|6097-2074|00380||16-07-2013 00:00:01|0 14:05:20|1152|
3|00380523410003|0048|00375634524366|16-07-2013 00:00:04|0 00:01:46||
6|0048618598052|00380|0049690731833|16-07-2013 00:00:16|0 00:11:52||
7|1281-5036|00375||16-07-2013 00:01:00|2 62:18:29|3925|
4|00380648751817|007|00421604059298|16-07-2013 00:01:07|0 00:07:17||
9|00380696741322|00421|007597496305|16-07-2013 00:01:11|0 00:00:49||47.54
10|0048565760132|00375|00375644137733|16-07-2013 00:01:17|0 00:12:24||20.97
10|0048541139929|00420|00370659640734|16-07-2013 00:01:29|0 00:08:24||43.37
6|00380562676314|00375|007601892228|16-07-2013 00:01:36|0 00:01:36||
4|00380500128815|00421|00380592315330|16-07-2013 00:01:38|0 00:04:50||
5|00380508436955|007|007518305983|16-07-2013 00:01:43|0 00:10:22||
9|0048557661942|00421|00421650253516|16-07-2013 00:01:46|0 00:06:20||54.67
3|0048643003013|007|00375522620207|16-07-2013 00:01:51|0 00:16:43||
10|0048564559736|00420|007590443852|16-07-2013 00:01:52|0 00:06:27||11.73
1|0048501838149|00420|00375669293248|16-07-2013 00:01:56|0 00:03:25||
8|2185-8738|00375||16-07-2013 00:01:57|0 00:00:23||68.54
4|00380674064318|0048|00421632042101|16-07-2013 00:02:31|0 00:04:18||
9|00380551657524|00421|00380671610612|16-07-2013 00:02:35|0 00:08:00||83.31
10|0048566623494|00380|00420605800388|16-07-2013 00:02:41|0 00:02:05||95.63
5|00380532261886|0049|007533435090|16-07-2013 00:03:00|0 00:00:11||
1|00380683948115|0048|00370676140813|16-07-2013 00:03:01|0 00:06:42||
8|3071-5796|00375||16-07-2013 00:03:12|0 00:06:18||45.02
6|0048668846101|0049|00421566327915|16-07-2013 00:03:30|0 00:03:06||
8|6543-2442|00421||16-07-2013 00:03:50|0 00:03:39||29.9
7|9659-4933|00370||16-07-2013 00:03:52|2 67:34:48|808|
5|0048638446204|0048|00380598299841|16-07-2013 00:04:15|0 00:04:35||
7|4424-5273|00375||16-07-2013 00:04:25|2 71:19:57|713|
2|00380695242510|007|00370515770417|16-07-2013 00:04:40|0 00:04:48||
7|1418-9774|00380||16-07-2013 00:04:56|1 42:20:10|3237|
3|00380593358461|0049|007506982158|16-07-2013 00:05:06|0 00:09:41||
3|0048582156122|0048|00375503802651|16-07-2013 00:05:17|0 00:09:04||
9|0048523141776|007|0048507440854|16-07-2013 00:05:19|0 00:04:09||40.37
