9|00380629730716|007|00420589953987|13-07-2013 00:00:06|0 00:03:07||97.39
5|00380646401682|0049|007610374479|13-07-2013 00:00:10|0 00:05:19||
3|0048555756473|00370|00380663928780|13-07-2013 00:00:14|0 00:02:03||
8|7580-1568|00375||13-07-2013 00:00:15|0 00:10:30||11.71
7|5606-6067|00370||13-07-2013 00:00:16|3 83:42:39|2528|
4|00380534826224|00421|00420552028972|13-07-2013 00:00:19|0 00:05:47||
6|00380693054657|00420|00420613459489|13-07-2013 00:00:28|0 00:06:07||
1|0048529086642|00420|0049545094023|13-07-2013 00:00:58|0 00:07:42||
6|00380580438279|0049|00380544807209|13-07-2013 00:01:10|0 00:05:13||
6|0048679311325|007|00421562482683|13-07-2013 00:01:16|0 00:00:27||
9|0048603994728|00420|00420618580902|13-07-2013 00:01:27|0 00:06:19||51.59
2|00380661431002|007|00370601707818|13-07-2013 00:01:30|0 00:06:29||
6|0048537918668|0048|007690601057|13-07-2013 00:01:43|0 00:09:31||
5|0048610548554|00375|00375521803899|13-07-2013 00:01:44|0 00:00:09||
1|0048546440079|00370|007580497197|13-07-2013 00:01:50|0 00:00:15||
1|00380606752247|0048|00420691716763|13-07-2013 00:01:51|0 00:15:11||
5|00380593635233|00420|00375662261423|13-07-2013 00:01:51|0 00:01:40||
6|00380516827406|00375|00380684244327|13-07-2013 00:01:53|0 00:06:26||
3|00380667376334|00370|0049549017191|13-07-2013 00:02:04|0 00:09:32||
2|0048641441811|00380|00421528416565|13-07-2013 00:02:06|0 00:09:50||
8|4016-2273|00380||13-07-2013 00:02:19|0 00:12:29||82.76
10|00380551605207|0048|00380586553851|13-07-2013 00:02:34|0 00:01:09||49.71
9|0048676238297|00380|00375656541383|13-07-2013 00:02:38|0 00:08:53||32.22
9|00380638622252|00370|007598920095|13-07-2013 00:02:39|0 00:08:16||54.94
9|0048658816486|00380|0049665561939|13-07-2013 00:02:48|0 00:01:06||86.94
8|1799-6611|00420||13-07-2013 00:02:50|0 00:04:49||76.23
3|00380532355830|00421|00370602614820|13-07-2013 00:02:51|0 00:02:59||
3|0048631886656|00375|00421612854959|13-07-2013 00:02:58|0 00:14:25||
7|5664-5714|00370||13-07-2013 00:03:01|0 17:30:10|2305|
2|0048539500194|0048|00370546403144|13-07-2013 00:03:15|0 00:07:49||
4|00380632280880|007|00421680416256|13-07-2013 00:03:16|0 00:04:59||
8|9311-7323|00375||13-07-2013 00:03:31|0 00:05:41||84.27
8|3582-5943|0049||13-07-2013 00:03:31|0 00:06:49||49.62
10|00380579558215|00375|007656055641|13-07-2013 00:03:36|0 00:15:04||40.97
1|00380539588621|0048|0049605446598|13-07-2013 00:03:49|0 00:02:28||
7|3202-8954|00370||13-07-2013 00:03:55|0 12:00:30|1938|
8|1475-1878|007||13-07-2013 00:04:09|0 00:04:41||88.72
10|0048654508687|0048|00370569255326|13-07-2013 00:04:22|0 00:09:31||61.97
4|0048639834236|0049|00380515794343|13-07-2013 00:04:22|0 00:08:37||
6|0048599083532|00421|00421662712036|13-07-2013 00:04:24|0 00:09:38||
4|0048501788248|00375|00421578339871|13-07-2013 00:04:49|0 00:04:00||
6|0048699284456|0048|00420592588639|13-07-2013 00:04:51|0 00:04:12||
4|00380568779589|007|00375566877260|13-07-2013 00:04:54|0 00:01:57||
6|00380645935592|00421|007607644340|13-07-2013 00:05:02|0 00:07:50||
9|0048609438674|007|00420538313994|13-07-2013 00:05:22|0 00:02:27||58.51
4|00380511104202|00370|007611012392|13-07-2013 00:05:23|0 00:10:00||
9|0048565316466|00421|00375602499652|13-07-2013 00:05:26|0 00:02:42||14.61
3|0048562074262|0048|00421698252431|13-07-2013 00:05:32|0 00:04:31||
10|00380659146206|00420|00421630489160|13-07-2013 00:05:33|0 00:05:04||92.32
5|0048688930433|0048|0048686203179|13-07-2013 00:05:45|0 00:00:57||
5|0048569612824|00421|00375645114161|13-07-2013 00:05:54|0 00:07:02||
7|8262-7451|00370||13-07-2013 00:05:58|1 32:56:32|3314|
8|3450-3759|00370||13-07-2013 00:06:04|0 00:01:24||80.81
2|0048557081068|00375|00375523043468|13-07-2013 00:06:04|0 00:05:59||
1|00380648932735|007|00370515969413|13-07-2013 00:06:08|0 00:02:06||
1|00380594773516|00380|007559567376|13-07-2013 00:06:20|0 00:01:13||
5|00380521644404|00370|00370543218608|13-07-2013 00:06:20|0 00:09:54||
7|2950-1698|00375||13-07-2013 00:06:26|1 39:06:47|2757|
7|8030-6760|00370||13-07-2013 00:06:32|1 28:35:55|786|
1|0048538338577|00421|00421570710200|13-07-2013 00:06:41|0 00:02:19||
8|5796-2345|007||13-07-2013 00:06:58|0 00:05:08||23.6
4|0048645210729|00421|007647397523|13-07-2013 00:07:01|0 00:03:59||
10|0048670176686|00420|007546517538|13-07-2013 00:07:13|0 00:02:36||37.66
10|0048690219703|0048|00380661198864|13-07-2013 00:07:16|0 00:09:00||16.21
1|0048656321141|00420|00420659903114|13-07-2013 00:07:20|0 00:00:57||
6|00380557517806|00370|00375652525565|13-07-2013 00:07:48|0 00:00:31||
10|00380643969920|00370|00420642190514|13-07-2013 00:08:08|0 00:02:17||51.15
6|0048510288167|00370|0048639118142|13-07-2013 00:08:09|0 00:03:02||
3|0048526745668|007|00421552709572|13-07-2013 00:08:28|0 00:15:17||
3|0048554490827|00380|0048507239254|13-07-2013 00:08:31|0 00:09:44||
4|00380559814345|0048|0048501008979|13-07-2013 00:08:38|0 00:05:57||
4|00380669004378|0048|00380597004028|13-07-2013 00:09:13|0 00:13:03||
5|00380600189577|0048|0048523655033|13-07-2013 00:09:15|0 00:06:11||
7|6795-2882|00375||13-07-2013 00:09:44|0 19:10:53|2611|
10|00380614635590|0048|00421630090237|13-07-2013 00:09:46|0 00:10:00||51.5
10|0048593105922|00370|0048568341325|13-07-2013 00:09:58|0 00:09:52||33.65
8|9076-4129|00375||13-07-2013 00:09:59|0 00:06:33||37.99
2|00380651966629|0048|00380523443468|13-07-2013 00:10:00|0 00:02:26||
5|0048532479380|00380|00420597686723|13-07-2013 00:10:33|0 00:11:30||
6|00380583012171|00380|00420653460203|13-07-2013 00:10:39|0 00:13:09||
4|00380593343761|00375|00421557533518|13-07-2013 00:10:40|0 00:06:29||
