2|00380565117830|00370|0048562237410|28-07-2013 04:52:12|0 00:03:10|||
10|0048510132176|00370|00375558523979|28-07-2013 04:52:25|0 00:07:32||20.51|
7|2964-3947|007||28-07-2013 04:52:27|0 23:25:59|36||
10|0048665783097|00421|0048553411524|28-07-2013 04:52:37|0 00:13:07||53.63|
7|4852-4187|00420||28-07-2013 04:52:42|1 05:24:48|1661||
4|00380692566290|007|0049582119135|28-07-2013 04:52:48|0 00:01:01|||
3|0048581466127|00420|0048610998925|28-07-2013 04:52:55|0 00:05:55|||
1|0048679312032|00375|00421638860584|28-07-2013 04:52:55|0 00:05:55|||
9|00380549337080|00370|00375558680176|28-07-2013 04:53:05|0 00:06:38||81.9|
6|0048584987432|00375|00375673090578|28-07-2013 04:53:16|0 00:01:42|||
10|00380515773627|00421|00370617557773|28-07-2013 04:53:18|0 00:08:49||4.03|
10|00380692157669|00375|00380628992231|28-07-2013 04:53:35|0 00:02:12||67.36|
2|00380678977489|00370|00380633390985|28-07-2013 04:53:44|0 00:16:21|||
9|0048699615321|0048|00375587776282|28-07-2013 04:54:01|0 00:02:26||12.23|
6|0048613217022|0048|007646986395|28-07-2013 04:54:07|0 00:00:14|||
1|00380549231432|0048|00380667593921|28-07-2013 04:54:13|0 00:04:04|||
6|0048534309829|00421|00370655048869|28-07-2013 04:54:49|0 00:06:15|||
10|0048517307726|00420|00420550561413|28-07-2013 04:54:56|0 00:07:35||63.3|
10|00380560445066|0048|00380539480038|28-07-2013 04:55:07|0 00:05:26||21.53|
10|0048554860531|0049|0048651070514|28-07-2013 04:55:12|0 00:00:09||48.9|
5|0048624670666|0049|00421526660972|28-07-2013 04:55:21|0 00:07:49|||
7|6128-6777|007||28-07-2013 04:55:34|1 08:31:11|3696||
6|0048628172259|007|0048611211363|28-07-2013 04:55:59|0 00:02:11|||
7|9976-1744|00370||28-07-2013 04:56:02|1 11:33:13|1767||
3|00380691786348|00375|00421516001622|28-07-2013 04:56:07|0 00:10:33|||
7|1736-1436|00370||28-07-2013 04:56:08|2 06:27:36|545||
1|0048574994255|00375|00421588657968|28-07-2013 04:56:10|0 00:07:29|||
4|00380681756464|00420|00380591067056|28-07-2013 04:56:34|0 00:04:50|||
6|00380596832703|00370|00370585069850|28-07-2013 04:56:59|0 00:04:29|||
4|0048581696364|007|0049520432265|28-07-2013 04:57:17|0 00:01:28|||
2|00380632920213|00421|00420682123671|28-07-2013 04:57:23|0 00:00:55|||
9|0048521369319|00370|00375579322721|28-07-2013 04:57:53|0 00:11:06||72.01|
8|1637-9566|0048||28-07-2013 04:57:54|0 00:07:45||47.77|
7|8458-8094|007||28-07-2013 04:58:03|1 10:22:49|4745||
3|00380531217363|00380|00380635466745|28-07-2013 04:58:04|0 00:04:46|||
9|0048665631438|0048|0049667946000|28-07-2013 04:58:08|0 00:00:14||98.64|
1|00380613456440|00370|00375658476235|28-07-2013 04:58:21|0 00:00:52|||
3|0048615600673|00420|0048639983893|28-07-2013 04:58:33|0 00:08:08|||
7|5920-2554|00375||28-07-2013 04:58:35|2 23:59:52|2460||
3|00380683301318|007|00421629454242|28-07-2013 04:58:43|0 00:06:41|||
5|0048505545409|00375|00370696974501|28-07-2013 04:58:45|0 00:00:03|||
3|0048545723945|00370|00370603900655|28-07-2013 04:58:48|0 00:09:34|||
5|00380591926006|00375|0049581892561|28-07-2013 04:58:49|0 00:05:55|||
1|00380666551642|007|0049565187381|28-07-2013 04:58:56|0 00:04:46|||
1|00380534237532|00380|00420606071463|28-07-2013 04:59:13|0 00:15:09|||
4|00380697828353|0048|00380613760771|28-07-2013 04:59:16|0 00:01:43|||
5|00380645041077|0048|007561733593|28-07-2013 04:59:16|0 00:04:45|||
7|9594-5842|00421||28-07-2013 04:59:18|0 10:49:29|3828||
1|0048665420791|00370|00375560223023|28-07-2013 04:59:26|0 00:02:12|||
9|0048541947324|00420|00370558572610|28-07-2013 04:59:35|0 00:08:42||97.64|
3|0048633541310|00375|00380621086731|28-07-2013 04:59:44|0 00:08:26|||
2|0048684639196|00380|00375673214001|28-07-2013 04:59:44|0 00:06:28|||
1|00380690264670|0048|0048666355806|28-07-2013 04:59:44|0 00:04:45|||
9|00380654221454|00421|0048636830714|28-07-2013 04:59:48|0 00:03:23||41.58|
4|0048551342520|00375|0048553465640|28-07-2013 04:59:48|0 00:07:54|||
4|0048694253576|0049|007517232705|28-07-2013 04:59:54|0 00:06:49|||
6|0048511125434|00421|007685787055|28-07-2013 04:59:56|0 00:10:36|||
10|0048613591999|00380|00420652364870|28-07-2013 05:00:12|0 00:08:31||21.81|
8|4300-7199|00375||28-07-2013 05:00:14|0 00:12:05||61.83|
8|4867-8632|0048||28-07-2013 05:00:14|0 00:05:19||57.49|
5|00380632765831|0049|00375660986971|28-07-2013 05:00:17|0 00:02:01|||
3|00380625089975|0049|00421565522561|28-07-2013 05:00:34|0 00:01:54|||
1|00380536666663|00375|00375677833484|28-07-2013 05:00:41|0 00:02:10|||
9|00380593407699|0048|00375527867664|28-07-2013 05:00:50|0 00:05:49||31.9|
9|00380608690673|007|00421501329534|28-07-2013 05:00:58|0 00:06:27||21.32|
7|5886-5056|0048||28-07-2013 05:01:11|0 03:39:40|2412||
3|00380637100144|00375|00421548355038|28-07-2013 05:01:16|0 00:05:14|||
3|00380642820211|0049|00380689512415|28-07-2013 05:01:20|0 00:13:37|||
1|0048611265133|0049|00421555126650|28-07-2013 05:01:43|0 00:15:02|||
9|0048674358259|00420|0048576109372|28-07-2013 05:01:49|0 00:07:45||89.89|
3|00380529498343|00421|00380600229380|28-07-2013 05:01:58|0 00:05:32|||
4|00380663559662|00370|0049683464451|28-07-2013 05:02:02|0 00:10:55|||
2|0048596464894|0049|0048603253768|28-07-2013 05:02:49|0 00:10:39|||
5|0048623193017|0048|00421508983861|28-07-2013 05:02:59|0 00:05:21|||
8|9480-9451|00421||28-07-2013 05:03:04|0 00:08:53||99.73|
7|1312-2796|00420||28-07-2013 05:03:04|1 07:09:59|4329||
3|00380533769153|00370|00420591334618|28-07-2013 05:03:29|0 00:10:43|||
10|00380631910978|00375|0049635067304|28-07-2013 05:03:33|0 00:07:57||31.55|
7|2550-6237|00420||28-07-2013 05:03:35|1 00:38:44|4929||
5|00380598719425|00375|00375502997410|28-07-2013 05:03:45|0 00:05:22|||
7|5674-2821|0049||28-07-2013 05:03:53|3 00:49:31|1278||
8|1120-5799|00420||28-07-2013 05:04:01|0 00:19:19||20.45|
5|0048643268240|007|00370511085533|28-07-2013 05:04:19|0 00:00:53|||
1|0048572982385|00375|007673200573|28-07-2013 05:04:21|0 00:01:30|||
5|0048589044913|00421|00370597802961|28-07-2013 05:04:39|0 00:05:41|||
