5|00380564097832|00375|007608591578|10-07-2013 00:00:14|0 00:04:01||
10|00380669636917|00421|0049523197287|10-07-2013 00:00:51|0 00:06:31||59.98
5|00380586269729|0048|00370682036656|10-07-2013 00:01:29|0 00:14:53||
3|0048534791010|007|00421585804031|10-07-2013 00:01:43|0 00:04:03||
6|0048520343460|0049|00420514227448|10-07-2013 00:02:05|0 00:05:58||
1|0048658020248|00370|00380663732676|10-07-2013 00:02:05|0 00:09:49||
6|0048574576847|00380|00380697038894|10-07-2013 00:02:11|0 00:10:58||
4|00380510631716|00380|00370514068968|10-07-2013 00:02:13|0 00:02:34||
6|00380677728428|00370|007555670655|10-07-2013 00:02:43|0 00:04:41||
6|00380606799946|00380|0049601557637|10-07-2013 00:02:55|0 00:07:13||
6|0048620576405|0049|00370536819585|10-07-2013 00:03:01|0 00:01:10||
3|00380659118158|0049|00370519394832|10-07-2013 00:03:26|0 00:02:45||
10|00380617130628|00375|00375628177574|10-07-2013 00:03:38|0 00:08:26||97.02
2|00380570088745|0049|00370568185521|10-07-2013 00:03:46|0 00:04:36||
6|00380616969166|00380|00380623220447|10-07-2013 00:04:19|0 00:07:43||
2|00380506815809|0048|0049586977280|10-07-2013 00:04:28|0 00:01:34||
6|00380599504932|00370|00370614788656|10-07-2013 00:04:54|0 00:10:04||
9|00380509888148|00375|00370543075383|10-07-2013 00:05:00|0 00:16:51||87.69
7|2350-4383|00375||10-07-2013 00:05:14|0 13:55:39|1979|
1|00380523398472|007|00421663556794|10-07-2013 00:05:20|0 00:04:05||
1|00380560003376|00375|00421691009246|10-07-2013 00:05:24|0 00:07:32||
4|00380550829885|00420|00380579593398|10-07-2013 00:05:26|0 00:00:47||
8|2267-8281|00380||10-07-2013 00:05:55|0 00:04:17||58.71
4|0048606085477|00420|00421655677340|10-07-2013 00:06:05|0 00:02:18||
3|00380512523956|00370|00370676612359|10-07-2013 00:06:06|0 00:05:12||
6|0048686518568|00420|007590548618|10-07-2013 00:06:10|0 00:02:04||
1|00380528785483|007|00380643788112|10-07-2013 00:06:16|0 00:06:58||
7|6599-6801|00380||10-07-2013 00:06:55|3 74:51:18|3598|
6|0048634340083|007|0048614945105|10-07-2013 00:07:08|0 00:03:10||
4|00380545514211|00421|0049525330334|10-07-2013 00:07:24|0 00:05:15||
10|00380605909268|00380|00375640870621|10-07-2013 00:07:39|0 00:12:27||56.02
6|00380679030323|00375|00375651285558|10-07-2013 00:07:49|0 00:15:18||
2|00380697414652|00421|0049502184467|10-07-2013 00:07:51|0 00:07:34||
6|00380591278861|0049|007682487794|10-07-2013 00:08:01|0 00:05:41||
6|00380650084214|007|00375500838153|10-07-2013 00:08:04|0 00:13:06||
6|0048647805235|00370|00420610715561|10-07-2013 00:08:04|0 00:07:53||
3|0048530643742|0049|00380524301704|10-07-2013 00:08:17|0 00:07:56||
9|0048690318028|00375|00420658800248|10-07-2013 00:08:18|0 00:16:00||77.31
2|0048621756553|00420|00380660793041|10-07-2013 00:08:21|0 00:09:46||
3|0048692638421|007|0048599795712|10-07-2013 00:08:33|0 00:11:10||
1|0048602778738|0048|007614780274|10-07-2013 00:08:38|0 00:11:22||
9|00380554719513|00370|0048556733194|10-07-2013 00:08:38|0 00:09:25||12.16
5|0048598486392|00421|00421571495666|10-07-2013 00:08:47|0 00:10:31||
9|0048614167797|0048|0048661032052|10-07-2013 00:08:47|0 00:09:19||1.82
9|00380673642463|0049|00380679281990|10-07-2013 00:08:49|0 00:01:21||91.65
2|0048594171795|007|00380660489751|10-07-2013 00:08:55|0 00:06:26||
9|00380578175977|00380|007501251269|10-07-2013 00:08:56|0 00:02:17||37.19
9|00380626009531|00370|00421503668273|10-07-2013 00:09:03|0 00:12:10||17.5
9|00380689818559|0049|00370561395558|10-07-2013 00:09:18|0 00:03:18||32.0
5|0048690789472|00370|00370577872548|10-07-2013 00:09:30|0 00:00:14||
7|2302-2681|0049||10-07-2013 00:10:04|0 06:52:40|3549|
7|4806-9657|00420||10-07-2013 00:10:07|0 04:13:25|4781|
