2|00380525645690|007|00420583503610|28-07-2013 00:00:02|0 00:12:43|||
10|0048649778896|007|0048591495167|28-07-2013 00:00:06|0 00:00:05||83.37|
10|0048666437855|007|00375641463060|28-07-2013 00:00:20|0 00:04:03||83.32|
7|3112-2414|00420||28-07-2013 00:00:27|0 00:23:58|4960||
9|0048682244617|007|0049552480041|28-07-2013 00:00:30|0 00:05:55||14.02|
7|9402-1793|00370||28-07-2013 00:00:42|2 05:44:55|3521||
10|0048608668092|00420|0049629826469|28-07-2013 00:00:48|0 00:05:09||64.03|
10|0048607505004|00380|007506028969|28-07-2013 00:00:51|0 00:09:11||66.15|
9|00380683070754|00370|007605101701|28-07-2013 00:00:56|0 00:06:41||47.67|
9|00380608204881|00380|007635330527|28-07-2013 00:01:25|0 00:00:11||62.04|
2|0048521937587|00421|0049519064350|28-07-2013 00:01:25|0 00:06:39|||
2|0048669830128|00420|00420634763271|28-07-2013 00:02:04|0 00:04:47|||
6|0048651464587|007|00380662362218|28-07-2013 00:02:30|0 00:03:04|||
10|00380697137299|00380|00420635509390|28-07-2013 00:02:54|0 00:08:07||85.63|
9|0048577862601|0048|00370653996947|28-07-2013 00:03:22|0 00:08:30||60.31|
9|0048530128417|00375|00420549217859|28-07-2013 00:03:43|0 00:08:21||2.47|
3|0048573607045|00421|00375516043188|28-07-2013 00:03:50|0 00:00:49|||
7|2840-8788|007||28-07-2013 00:03:59|3 14:56:59|44||
10|00380654698036|00380|00375505744848|28-07-2013 00:04:00|0 00:03:22||44.46|
9|00380549868066|00421|0048530058518|28-07-2013 00:04:17|0 00:02:05||15.12|
6|0048525178561|007|00380655372070|28-07-2013 00:04:43|0 00:08:08|||
9|00380564891439|0048|00370503449257|28-07-2013 00:05:09|0 00:11:20||44.62|
2|0048557163054|00370|007698547559|28-07-2013 00:05:11|0 00:00:23|||
10|00380539209898|0049|00421541956188|28-07-2013 00:05:14|0 00:03:03||23.1|
7|1422-1828|00375||28-07-2013 00:05:25|0 00:24:17|74||
7|6103-4389|0049||28-07-2013 00:05:32|4 08:03:17|2521||
8|7352-5687|007||28-07-2013 00:05:41|0 00:08:32||65.43|
8|9949-3492|00421||28-07-2013 00:05:50|0 00:05:28||98.64|
5|00380585789806|007|00375596216147|28-07-2013 00:06:05|0 00:00:14|||
7|1060-9007|00420||28-07-2013 00:06:05|0 21:36:39|2173||
9|0048504273929|00370|0048577188771|28-07-2013 00:06:08|0 00:02:28||82.58|
1|0048685621248|0049|00375587454435|28-07-2013 00:06:11|0 00:14:09|||
6|00380600881865|0049|00375526838544|28-07-2013 00:06:16|0 00:03:16|||
9|0048635045474|0049|007673352265|28-07-2013 00:06:24|0 00:15:15||18.94|
10|0048699222630|0048|00375520413466|28-07-2013 00:06:27|0 00:06:42||78.68|
9|00380581976717|0048|007520252057|28-07-2013 00:06:31|0 00:03:59||56.57|
7|1957-9161|00370||28-07-2013 00:06:48|0 04:28:39|3723||
1|00380540977847|0048|00380681055879|28-07-2013 00:06:57|0 00:08:53|||
1|0048574911248|0048|0049606340254|28-07-2013 00:07:01|0 00:08:52|||
6|00380585547998|007|00380671311113|28-07-2013 00:07:13|0 00:08:15|||
2|0048503485507|00421|00380623023158|28-07-2013 00:07:19|0 00:05:58|||
3|0048533681009|0049|00370518458402|28-07-2013 00:07:42|0 00:10:58|||
5|00380655064292|0048|00380610667865|28-07-2013 00:07:44|0 00:11:16|||
8|8561-4719|0049||28-07-2013 00:08:10|0 00:04:29||59.2|
7|1143-1535|00375||28-07-2013 00:08:16|2 21:34:44|886||
5|0048666120422|00380|0048535618065|28-07-2013 00:08:28|0 00:02:27|||
3|00380586550016|00370|00370663068688|28-07-2013 00:08:29|0 00:06:27|||
7|7583-4904|00370||28-07-2013 00:08:32|0 10:16:42|4630||
4|00380588721287|00421|00421551450606|28-07-2013 00:08:38|0 00:02:20|||
10|0048601963436|007|0049578257654|28-07-2013 00:08:39|0 00:05:10||99.06|
7|1207-5173|00380||28-07-2013 00:08:42|0 20:54:40|2170||
1|00380612658498|0049|007654549452|28-07-2013 00:08:45|0 00:04:20|||
3|00380622243756|00375|007675451266|28-07-2013 00:08:58|0 00:07:27|||
1|00380509000019|00380|00420612919582|28-07-2013 00:09:01|0 00:00:49|||
2|0048522944190|00375|007669255679|28-07-2013 00:09:06|0 00:05:02|||
3|0048693557984|00370|00420644699430|28-07-2013 00:09:16|0 00:03:08|||
8|3365-5499|00380||28-07-2013 00:09:17|0 00:04:45||87.76|
1|00380656001809|00370|00375639712724|28-07-2013 00:09:21|0 00:08:09|||
6|00380619785745|00375|00370590415319|28-07-2013 00:09:33|0 00:04:12|||
2|00380560501904|00380|00370588743341|28-07-2013 00:09:34|0 00:01:07|||
